x,y
1.0471975511965976,0.6997379756194279
1.117010721276371,0.5456629929488382
1.1868238913561442,0.14279654959922175
1.2566370614359172,0.3077594168856691
1.3264502315156903,0.33512229168324
1.3962634015954636,0.0656353435590959
1.4660765716752369,0.14435520112147138
1.53588974175501,0.0511817755597465
1.605702911834783,-0.03425578206239575
1.6755160819145563,-0.13071849485659454
1.7453292519943295,-0.1086942491738906
1.8151424220741028,-0.061466289527836004
1.8849555921538759,-0.45377684495246184
1.9547687622336491,-0.22036548171850648
2.0245819323134224,-0.4040766272703786
2.0943951023931953,-0.4332293580754476
2.1642082724729685,-0.7296832352454032
2.234021442552742,-0.595390943558363
2.303834612632515,-0.4464500560833709
2.3736477827122884,-0.8813105332064427
2.443460952792061,-1.062703685217664
2.5132741228718345,-1.0705228387597834
2.5830872929516078,-0.8081375715563434
2.6529004630313806,-0.5252024932522623
2.722713633111154,-0.7449917696311872
2.792526803190927,-0.6887992887897342
2.8623399732707,-0.9463893135630321
2.9321531433504737,-0.7684481441697694
3.0019663134302466,-1.0309552669364375
3.07177948351002,-0.9055834225308783
3.141592653589793,-1.0400975783010353
3.211405823669566,-1.0799604023756462
3.2812189937493397,-0.9703618243775776
3.3510321638291125,-1.0495689029729063
3.420845333908886,-0.7649907338087972
3.490658503988659,-0.9104406289009445
3.560471674068432,-0.8535139594047488
3.6302848441482056,-0.9335924434217565
3.7000980142279785,-0.6595772565931528
3.7699111843077517,-0.9188124196751286
3.839724354387525,-0.667009710435031
3.9095375244672983,-0.7719705840546318
3.979350694547071,-0.8100456103232412
4.049163864626845,-0.6890620578583558
4.118977034706617,-0.6798815748112405
4.1887902047863905,-0.5319046458065773
4.258603374866164,-0.48924218369859296
4.328416544945937,-0.327781102968929
4.39822971502571,-0.22424409392645345
4.468042885105484,-0.26403493425872077
4.537856055185257,-0.17753397818935826
4.60766922526503,-0.06116433269706312
4.677482395344803,-0.11588135740240682
4.747295565424577,0.1411234996914918
4.817108735504349,0.23086217402505133
4.886921905584122,0.20418529726605178
4.956735075663896,0.6011274453323476
5.026548245743669,0.4466358350015116
5.096361415823442,0.35776572273678797
5.1661745859032155,0.3840440797177414
